SourceId,TargetId
310f8ee2-dc2f-497b-b7bf-be9d89967b02,42c51e37-8067-4c85-b026-afc76c41123d
7a06c082-4c1c-4af7-9592-7bb7bb1cec6b,5cc47e34-a97d-4507-bff2-49ba8ec14fc4
003cecb3-2eb6-4d07-9fc4-fa7ce6cb5dbf,5b8e5a12-c2fa-4714-8bed-e6b517f4eb46
5a7ecbe0-f62c-4874-9b73-784e263e3124,5af5c02b-a1ef-44ac-a1b0-747099cd139e
d55fe885-5b30-4e94-880d-22709b5547bc,a85d826a-668a-4d98-b581-603bb130e7b9
87b3d56e-3b80-4178-bbaa-d33aed9833b2,c82d94eb-1c26-48d2-8296-8dc6534679da
01e3573f-91c8-48da-9cdf-669f7a377d7c,b72cf84e-c49c-4c30-9f9a-45a956604d54
82f8786d-be89-46a0-a826-9a7a354f9cd9,b4aa6aed-1075-4f23-88c1-ff591ba1b558
02193119-ec84-458f-8818-be738bc10cc0,8003e063-76f4-4b7c-96ce-5ba7481c18f6
604c91a6-28ec-46fb-8131-1d04da4dbfc0,17ff6e15-18c3-46d1-8442-4a77ea18cfc3
b93cda74-ff4c-42c7-bcde-5dd60bd5aa3c,e3aca589-4a37-42f3-bd54-53474c5d26fc
030d5b29-53bb-48f1-92f4-328b8aa89f2c,10ce72d0-1cbd-4615-9181-c78b0129f80d
78772dff-9132-4256-894d-c6b163920ad7,53ae59ed-6429-4102-95bd-a28245ae6418
aa810715-d22a-40af-854c-55b23ae0d404,c7033ded-867a-4685-8c63-6e8b2aacaa0e
0cda3d95-1b7c-402d-b60a-8ce7f7c4bc55,777e2035-350f-43eb-914e-117390ee3ab5
35b73dae-dec6-4bde-81bc-876e9de4a18c,8495bfc1-45b2-4d4f-b0d6-7d221f56a888
eef6a362-f202-4c54-9fe7-938585383e2a,3439bd19-3bba-4372-a730-ebc1ee8cac05
e24cb682-a738-471b-841b-3f46e24f3584,47bf8790-3f6a-4a16-b9d4-694f3ccb51a9
16936e76-639e-468c-ae71-8b83b053b27b,91c8c91c-2305-486e-ade1-d13032fd354b
7431ab7f-0481-40f3-88dd-f20b3fa58fb9,cac05e0a-4c7e-4b23-8260-86bf52d6bcd5
e0eaf292-f91b-4940-9385-6ee119e4c6bf,f0dcb22f-f615-48d8-827c-c87062fa5140
